team_name,avg_plays,avg_watchers,n_matches
Wealdstone FC,9043.0,7267.0,1
Wellington Phoenix FC,2731.181818181818,2247.2727272727275,22
West Bromwich Albion FC,6178.1578947368425,4867.0526315789475,19
West Ham United,67495.3125,41207.125,64
West Ham United Women,27535.0,23567.5,2
Western Sydney Wanderers FC,4082.2105263157896,3442.2105263157896,19
Western United FC,3616.5652173913045,3028.086956521739,23
Weston-super-Mare AFC,3225.0,2771.0,1
Wigan Athletic FC,4396.0,3290.0,2
Willem II,10290.3,7872.0,10
Wolverhampton Wanderers,58228.73846153846,35957.81538461539,65
Wrexham FC,4198.3,3357.5,10
Wycombe Wanderers FC,5539.0,4051.0,6
Zambia,13546.333333333334,10344.333333333334,3
Zimbabwe,13364.75,10078.0,4
brondby,1987.5,1395.0,2
İstanbul Başakşehir F.K.,2768.3333333333335,1992.5,6
ŠK Slovan Bratislava,15255.285714285714,10061.5,14
